instruction,texts,labels
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"அவர்கள் கிளம்பினால் அந்த இடத்தை நிரப்பும் அளவு நம்மிடம் ஆள் வசதி இல்லை... இதனால் திருப்பூர் தொழில் முடங்கும்... இதற்கு 
காரணமானவர்கள் தேச துரோகிகள்",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Tn pora poka pathaaa slave tamizyan dhaaaa.......,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @shadowboy7218  support pandra namma aalungala ooda poda vettanum.,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,It's about time Tamils woke up.... Naam Thamizhar Canada...,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"வட இந்தியர்களுக்கும் தென்னிந்தியர்களுக்கும் ஏன் ஒரே இந்தியா
",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @J.Hanish.2019  ஆமா இட ஒதுக்கீடு இருக்கிற வரைக்கும் ஜாதி இருக்கும் 😁 மருத்துவமனை இருந்தாள் நோய் இருந்து கொண்டே இருக்கும் காவல்துறை இருந்தால் கொலை கொள்ளை குற்றங்கள் நடந்து கொண்டே இருக்கும் 😄🤣 யாருடா நீ கோமாளி,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,முதலில் நம் சுவற்றுக்குள் இருக்கும் அழுக்கை அகற்றுவோம். எல்லா தமிழர்களையும் அயல்நாடுகளில் இருந்து ,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"இதில் உடன்பாடு கொண்டவர்கள் ஒரு ""விருப்பத்தையோ"" 👍 உங்கள் கருத்தையோ பதிலாக இடுங்கள். இச்செய்தியை (பிற தளங்களிலும் உள்ள) உங்களுக்குத் தெரிந்தவர்களிடமும் நண்பர்களிடமும் , குறைந்தது இரண்டு பூட்டியூப் காணொளிகளிலும் கட்டாயம் *பகிர்ந்திடுங்கள்*. பலரும் இதைப்படித்து தமிழ் வளர்ச்சியில் பங்குபெறுவார்கள் என நம்புவோம். பகிர்ந்துகொள்வதற்கான இணைப்பு",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"என் தாயார் (சேர்வை) தந்தை(துலுவ வெள்ளாளர் தான்)....துலுவ வெள்ளாளறுக்கும் அகமுடையாறுக்கும் எவ்வித சம்பந்தமும் கிடையாது.... தேவரும்,'பிள்ளைமாரும் நல்ல நண்பர்கள்... தேவர் பல இடங்களில் பிள்ளைமார்களின் உயர்ந்த பெறுமையை  பேசி உள்ளார்.... எனவே நீ அகமுடையார்_ கல்லர்_மறவர்-வம்சத்தில் பெண்களை திருமணம் செய்ய உரிமை உண்டு. ஆனால் நீ அகமுடையார் வம்சம் என்று சொல்ல எந்த உரிமையும் இல்லை.... கலப்பை ஏற்படுத்த நினைக்காதே........ அவர்களின் நட்பை கலங்க படுத்துவதற்கு சமம் அது.... இப்படிக்கு தேவர் வா. ஊ. சி ஒற்றுமை",0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @praveen4612  நம்ம ஊர் பசங்களுக்கு 90s fathers பொண்ணு கொடுக்கணும்..காசு வேணும் யென்று தெலுங்கு கன்னட மற்றும் nri பசங்களுக்கு பெண் கொடுத்தால்,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"தரமான சம்பவம், ஆனால் உலகறியுமளவுக்கு செய்திருக்கவேண்டும்.",0
